Município;Até 1 ano;1 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 24 anos;25 a 29 anos;30 a 34 anos;35 a 39 anos;40 a 44 anos;45 a 49 anos;50 a 54 anos;55 a 59 anos;60 a 64 anos;65 a 69 anos;70 a 74 anos;75 a 79 anos;80 anos ou mais
420010 Abelardo Luz;9;48;42;29;29;109;146;123;118;106;61;42;34;23;24;12;8;9
420020 Agrolândia;3;25;15;16;10;24;30;40;36;14;17;6;10;6;1;3;1;2
420030 Agronômica;4;22;21;13;8;14;42;42;30;21;9;3;6;5;5;3;0;4
420040 Água Doce;11;23;29;16;14;30;42;54;27;56;41;26;23;15;15;7;10;17
420050 Águas de Chapecó;3;1;4;1;0;16;22;26;23;15;13;7;2;4;2;0;0;2
420055 Águas Frias;3;8;6;7;8;12;11;21;19;11;6;9;3;0;0;0;0;0
420060 Águas Mornas;7;13;15;9;8;22;25;38;26;20;11;11;19;2;6;3;2;4
420070 Alfredo Wagner;4;5;8;5;11;13;18;25;21;9;9;8;8;7;7;3;1;5
420075 Alto Bela Vista;3;12;14;10;6;7;15;13;19;21;16;14;7;3;1;3;1;1
420080 Anchieta;3;5;10;5;13;11;20;16;12;14;14;8;9;5;4;2;0;1
420090 Angelina;1;4;7;3;3;6;16;17;8;9;3;6;7;6;7;6;4;3
420100 Anita Garibaldi;1;8;16;9;8;18;29;23;25;16;5;12;6;4;6;3;0;0
420110 Anitápolis;2;4;7;0;4;3;10;6;8;10;5;6;10;6;1;4;2;2
420120 Antônio Carlos;14;45;61;48;42;58;88;88;96;88;63;48;29;26;22;12;8;4
420125 Apiúna;0;16;20;16;10;18;30;37;39;41;20;12;14;16;15;12;8;6
420127 Arabutã;6;28;21;17;17;23;35;37;41;41;29;19;7;11;5;1;10;6
420130 Araquari;88;329;393;319;356;546;643;648;662;487;331;183;118;64;41;29;11;11
420140 Araranguá;98;379;367;260;218;305;464;558;567;483;326;243;198;160;129;80;62;62
420150 Armazém;8;53;53;24;23;35;79;70;53;43;28;16;15;12;9;6;4;4
420160 Arroio Trinta;6;10;17;9;11;13;20;23;33;30;14;9;13;7;4;2;4;0
420165 Arvoredo;0;4;1;1;1;4;3;6;8;4;2;0;1;1;0;0;0;0
420170 Ascurra;5;27;24;15;15;19;44;48;42;44;35;27;22;17;14;17;12;14
420180 Atalanta;3;4;1;4;4;8;12;11;8;4;5;5;2;2;3;1;1;1
420190 Aurora;3;17;13;2;7;13;26;35;23;14;8;6;4;5;1;2;4;4
420195 Balneário Arroio do Silva;10;43;29;22;12;23;35;40;50;56;32;29;19;24;24;20;9;5
420200 Balneário Camboriú;191;900;1144;992;920;1067;1708;2018;2308;2296;1818;1356;1199;1289;1370;1308;911;1035
420205 Balneário Barra do Sul;9;52;48;33;31;31;41;53;71;56;48;30;29;51;38;28;16;16
420207 Balneário Gaivota;7;48;42;24;20;23;47;54;54;52;37;16;22;14;16;19;10;6
420208 Bandeirante;2;2;5;2;1;6;7;12;6;3;1;1;2;3;0;0;0;0
420209 Barra Bonita;1;1;4;4;3;7;6;8;13;8;6;4;1;2;0;0;0;0
420210 Barra Velha;38;162;216;160;151;195;275;338;358;316;227;159;143;132;93;67;46;70
420213 Bela Vista do Toldo;1;6;9;2;2;7;17;14;11;5;2;4;1;1;0;0;1;1
420215 Belmonte;0;2;3;4;5;11;9;11;5;9;4;8;2;2;0;2;0;0
420220 Benedito Novo;7;33;26;33;40;54;54;63;79;68;51;59;77;63;63;34;32;47
420230 Biguaçu;81;284;374;321;268;496;648;792;715;674;422;294;227;160;107;97;43;92
420240 Blumenau;621;2746;3408;2861;2625;3929;5328;6266;6621;6270;4822;3615;3037;2447;2235;1987;1312;1781
420243 Bocaina do Sul;2;5;9;4;2;9;11;9;5;9;2;4;5;1;0;1;2;0
420245 Bombinhas;11;48;50;59;68;61;99;100;122;142;104;68;75;78;68;46;34;29
420250 Bom Jardim da Serra;2;9;9;6;6;6;8;10;16;9;7;6;11;7;8;4;4;6
420253 Bom Jesus;2;4;1;3;2;8;13;5;4;9;5;4;2;1;0;0;0;0
420257 Bom Jesus do Oeste;2;0;0;3;1;3;3;6;4;1;2;1;0;0;1;0;0;0
420260 Bom Retiro;2;7;11;4;8;9;13;25;20;19;9;9;9;9;6;4;5;4
420270 Botuverá;2;6;12;13;4;8;15;22;20;13;7;3;10;7;6;5;2;3
420280 Braço do Norte;79;258;253;206;210;350;483;460;430;349;264;220;164;124;66;47;42;37
420285 Braço do Trombudo;0;6;2;1;3;5;7;5;5;9;5;2;5;2;3;2;1;2
420287 Brunópolis;0;3;0;2;2;7;4;10;5;3;2;0;2;1;0;1;0;0
420290 Brusque;173;844;1026;879;558;706;982;1390;1540;1433;1047;826;702;631;526;465;279;350
420300 Caçador;75;359;447;395;352;465;592;672;674;635;544;410;374;317;240;172;143;190
420310 Caibi;2;13;6;8;11;17;25;26;21;14;11;12;9;6;6;4;2;4
420315 Calmon;1;9;10;6;9;5;13;9;6;7;6;2;3;0;0;0;0;1
420320 Camboriú;92;329;405;372;317;479;711;823;821;737;494;346;205;181;136;124;73;78
420325 Capão Alto;0;4;0;3;3;3;7;1;3;3;4;4;0;0;0;0;0;0
420330 Campo Alegre;7;23;42;19;27;36;42;51;68;55;32;29;15;26;14;13;10;7
420340 Campo Belo do Sul;3;13;10;6;10;9;24;31;16;10;9;11;3;2;3;1;1;3
420350 Campo Erê;2;10;18;6;14;28;37;26;30;32;19;18;9;13;7;7;6;5
420360 Campos Novos;56;195;213;212;238;366;400;413;347;325;238;183;120;78;64;41;35;43
420370 Canelinha;1;9;5;13;10;14;28;46;38;30;22;14;11;10;10;5;6;7
420380 Canoinhas;46;205;291;233;172;282;364;437;410;418;297;218;181;158;123;79;49;79
420390 Capinzal;35;200;219;246;209;309;353;387;379;400;316;224;130;61;28;13;17;23
420395 Capivari de Baixo;52;186;203;210;149;231;322;319;372;328;220;156;119;112;72;57;33;48
420400 Catanduvas;13;48;55;42;32;55;94;92;90;59;57;48;32;17;10;8;4;8
420410 Caxambu do Sul;1;5;12;8;6;10;22;25;23;18;16;5;6;2;1;1;0;0
420415 Celso Ramos;4;3;10;5;6;12;11;9;10;9;3;2;8;1;1;1;1;0
420417 Cerro Negro;0;2;5;0;0;7;9;10;4;7;0;1;1;1;0;0;0;1
420419 Chapadão do Lageado;0;2;1;3;2;7;5;5;7;1;4;0;0;1;0;1;0;0
420420 Chapecó;340;1367;1677;1278;1164;2040;3042;3629;3593;3015;2091;1433;1085;809;532;351;212;303
420425 Cocal do Sul;32;183;256;190;175;187;248;332;380;320;247;169;139;87;58;37;15;26
420430 Concórdia;175;888;1013;861;809;997;1439;1488;1540;1478;1110;843;756;575;380;299;249;409
420435 Cordilheira Alta;6;29;26;4;9;19;34;39;48;29;5;4;9;5;3;1;2;4
420440 Coronel Freitas;6;28;20;23;16;32;45;46;62;42;29;20;18;20;14;2;1;2
420445 Coronel Martins;0;1;4;1;2;7;11;5;7;4;5;1;2;0;0;0;0;0
420450 Corupá;15;65;87;70;61;74;105;124;150;142;94;57;41;31;21;18;6;12
420455 Correia Pinto;27;86;88;92;69;74;140;125;115;96;72;48;22;13;3;0;6;1
420460 Criciúma;478;2002;2454;1953;1602;1961;2914;3451;3804;3397;2292;1690;1478;1398;1077;798;565;664
420470 Cunha Porã;9;22;18;14;18;47;53;51;54;33;21;13;15;9;4;4;5;7
420475 Cunhataí;0;1;0;0;0;2;3;2;4;1;0;1;0;0;0;0;0;0
420480 Curitibanos;22;107;134;134;88;140;224;238;277;220;181;141;137;134;102;89;72;69
420490 Descanso;2;13;12;7;13;25;40;53;47;35;13;15;9;13;5;1;2;9
420500 Dionísio Cerqueira;6;26;33;32;14;37;40;67;58;59;32;29;16;14;19;14;10;7
420510 Dona Emma;0;5;4;3;2;8;12;4;12;6;6;1;1;2;4;1;1;0
420515 Doutor Pedrinho;0;8;2;2;8;7;15;10;7;5;5;11;11;5;4;4;2;10
420517 Entre Rios;0;2;1;0;1;10;10;10;9;2;3;3;0;0;0;0;0;1
420519 Ermo;3;9;11;5;4;10;14;14;11;3;10;7;3;4;0;1;0;0
420520 Erval Velho;3;13;21;12;8;14;25;35;20;20;11;12;5;6;3;2;0;4
420530 Faxinal dos Guedes;6;34;46;41;41;38;50;63;74;55;50;42;46;25;18;11;3;8
420535 Flor do Sertão;0;3;3;2;1;5;10;9;8;3;6;0;2;0;1;0;0;0
420540 Florianópolis;773;3914;5422;4827;4285;4944;7379;9340;11083;11587;9061;6640;6053;6424;5703;5062;3543;4888
420543 Formosa do Sul;2;1;6;1;2;12;11;20;12;8;6;3;4;1;3;6;0;5
420545 Forquilhinha;47;213;246;163;166;189;292;354;363;316;186;143;125;80;51;20;13;17
420550 Fraiburgo;22;137;134;148;139;171;197;255;260;207;162;138;113;73;44;38;27;51
420555 Frei Rogério;0;1;0;1;1;3;4;6;0;1;1;1;2;0;0;0;0;1
420560 Galvão;1;8;9;6;5;18;16;17;19;18;9;4;3;7;0;2;0;5
420570 Garopaba;17;106;106;103;61;71;141;167;200;220;133;102;91;90;92;54;45;52
420580 Garuva;21;75;104;99;99;112;159;159;150;117;109;73;37;27;13;9;6;8
420590 Gaspar;83;449;544;387;365;517;688;819;892;803;561;456;417;385;368;252;158;238
420600 Governador Celso Ramos;16;57;65;72;43;77;109;143;143;101;73;52;57;25;36;19;8;15
420610 Grão Pará;4;30;24;17;15;20;39;41;56;29;20;22;20;16;10;5;8;5
420620 Gravatal;21;78;82;50;44;72;123;127;139;114;77;68;52;39;28;16;17;23
420630 Guabiruba;21;89;115;90;49;60;83;142;159;155;81;79;59;46;56;34;21;19
420640 Guaraciaba;4;11;16;8;8;18;23;38;33;31;14;7;8;11;8;3;3;3
420650 Guaramirim;66;269;268;214;199;312;512;625;521;478;346;212;130;64;61;43;26;28
420660 Guarujá do Sul;2;14;17;4;4;6;20;27;22;17;6;6;6;4;6;3;1;1
420665 Guatambú;10;25;40;30;28;49;82;87;104;77;36;28;15;6;2;0;0;0
420670 Herval d'Oeste;28;116;130;108;102;124;214;247;222;203;166;104;89;55;35;29;13;21
420675 Ibiam;2;0;1;1;4;3;3;3;4;2;5;4;0;2;0;2;0;0
420680 Ibicaré;3;13;13;6;6;15;25;21;20;18;14;9;3;7;3;0;2;2
420690 Ibirama;6;30;37;30;26;50;71;86;84;65;42;32;20;25;20;23;10;26
420700 Içara;113;546;529;360;300;445;631;762;782;591;371;249;227;183;110;80;46;52
420710 Ilhota;18;56;60;54;55;79;108;120;95;96;71;63;37;36;22;14;9;18
420720 Imaruí;3;14;22;10;5;9;21;24;19;21;9;10;6;7;1;2;3;9
420730 Imbituba;75;296;344;237;195;263;389;456;479;465;307;194;191;148;109;89;47;54
420740 Imbuia;2;8;10;3;5;9;14;9;8;10;6;5;3;5;1;0;1;3
420750 Indaial;90;404;472;381;345;461;691;859;882;787;571;413;403;277;250;199;146;147
420757 Iomerê;1;10;14;5;3;12;24;25;31;22;7;8;10;6;1;6;4;10
420760 Ipira;1;10;20;9;13;16;18;33;27;20;16;21;7;3;2;6;1;3
420765 Iporã do Oeste;1;7;11;9;12;21;37;27;28;30;15;9;8;6;5;3;2;2
420768 Ipuaçu;1;4;12;4;7;16;15;15;22;20;10;4;3;2;1;3;1;1
420770 Ipumirim;9;36;49;33;26;44;83;88;106;63;65;42;48;34;22;15;14;25
420775 Iraceminha;0;3;6;1;4;12;19;13;12;10;8;3;4;2;0;2;0;1
420780 Irani;13;71;88;63;70;89;118;107;114;90;59;36;37;20;8;6;5;7
420785 Irati;1;2;0;0;0;7;8;12;8;1;2;3;2;0;0;0;0;2
420790 Irineópolis;4;19;16;17;18;16;39;44;42;34;23;17;14;6;5;4;3;5
420800 Itá;8;31;28;23;31;30;48;66;72;47;41;27;21;21;15;11;5;11
420810 Itaiópolis;3;21;17;18;19;33;49;66;57;50;41;38;23;16;16;10;8;6
420820 Itajaí;494;1959;2509;2102;2021;3094;4117;4634;4874;4319;3065;2030;1495;1194;982;731;492;653
420830 Itapema;82;373;448;390;332;414;657;776;836;862;576;464;427;429;453;328;214;220
420840 Itapiranga;9;51;60;60;47;76;91;121;156;168;102;89;52;30;26;11;10;6
420845 Itapoá;38;199;247;235;255;247;276;298;377;327;232;157;120;127;80;81;44;22
420850 Ituporanga;22;59;76;54;36;68;113;133;115;104;66;46;37;33;24;16;17;20
420860 Jaborá;3;15;11;6;7;14;21;23;21;12;7;9;11;7;6;6;6;8
420870 Jacinto Machado;14;34;33;23;22;50;60;68;63;53;31;21;26;10;3;4;6;5
420880 Jaguaruna;36;126;133;83;87;131;185;198;189;149;114;99;81;60;37;27;17;19
420890 Jaraguá do Sul;329;1493;1793;1503;1337;1773;2631;3153;3413;3255;2432;1629;1057;710;553;347;226;303
420895 Jardinópolis;0;6;4;3;3;7;7;10;5;7;3;5;2;1;1;0;2;0
420900 Joaçaba;64;202;218;208;180;242;357;446;423;441;290;213;190;174;124;102;63;92
420910 Joinville;1513;6524;8831;7986;6908;9048;12582;13498;13988;13610;10528;7605;5377;3888;2832;2267;1477;1758
420915 José Boiteux;0;5;3;4;1;3;6;3;5;5;4;3;3;1;1;0;0;2
420917 Jupiá;2;9;6;6;3;16;16;18;7;8;2;4;2;1;1;0;0;1
420920 Lacerdópolis;2;2;8;1;5;6;19;15;12;12;6;3;4;3;1;1;0;0
420930 Lages;147;749;963;752;731;752;1114;1349;1363;1312;914;635;545;512;404;379;250;421
420940 Laguna;48;185;244;226;212;246;331;380;389;359;318;239;221;218;172;179;126;163
420945 Lajeado Grande;0;3;6;1;1;1;6;7;5;4;1;1;0;0;1;0;0;1
420950 Laurentino;8;32;28;21;13;19;42;61;52;43;18;8;9;10;13;5;5;13
420960 Lauro Muller;21;87;89;49;43;84;101;164;144;113;63;48;47;32;21;10;12;17
420970 Lebon Régis;4;17;22;22;21;32;45;46;21;27;20;18;8;9;3;3;2;2
420980 Leoberto Leal;0;2;3;2;1;1;6;7;4;6;2;2;1;0;2;4;0;1
420985 Lindóia do Sul;1;18;22;8;9;8;21;35;24;17;17;9;7;5;10;6;9;16
420990 Lontras;10;28;39;21;16;37;58;65;53;43;18;11;8;4;8;9;1;3
421000 Luiz Alves;14;58;54;55;35;79;132;130;131;104;88;71;54;53;38;24;19;25
421003 Luzerna;9;52;47;29;21;39;74;75;80;71;48;43;30;24;14;10;4;9
421005 Macieira;0;4;5;4;3;1;4;10;12;2;3;2;0;0;0;0;0;0
421010 Mafra;24;153;187;139;100;167;225;290;308;280;190;138;142;142;101;86;70;106
421020 Major Gercino;1;1;1;2;1;5;5;6;2;1;3;1;5;1;0;1;0;1
421030 Major Vieira;1;6;7;8;3;7;12;21;11;11;8;2;5;6;3;2;0;1
421040 Maracajá;11;55;57;42;35;34;69;70;67;64;33;27;19;15;15;4;2;6
421050 Maravilha;20;87;100;65;97;147;190;258;236;216;128;107;67;49;33;22;13;16
421055 Marema;2;3;5;4;3;4;9;12;4;4;4;0;0;4;1;0;0;0
421060 Massaranduba;30;91;110;92;72;109;145;196;161;180;130;95;55;54;41;32;12;25
421070 Matos Costa;0;1;1;0;2;0;1;0;5;2;1;1;1;2;2;0;1;0
421080 Meleiro;15;34;24;11;21;29;48;68;44;26;22;18;18;11;5;3;2;1
421085 Mirim Doce;1;0;1;2;0;0;2;4;3;3;0;1;0;2;0;1;3;2
421090 Modelo;0;2;9;3;1;13;11;16;8;14;6;4;6;2;1;1;0;2
421100 Mondaí;6;14;23;7;8;8;28;36;40;24;10;16;6;10;5;12;3;3
421105 Monte Carlo;9;17;33;21;25;45;60;44;31;37;24;16;6;3;5;0;0;1
421110 Monte Castelo;0;6;6;3;11;12;9;7;7;9;9;10;4;5;1;1;1;1
421120 Morro da Fumaça;32;138;150;94;98;119;162;193;225;171;109;77;57;65;57;36;18;30
421125 Morro Grande;1;10;2;1;0;0;13;9;10;4;5;1;0;0;0;0;1;1
421130 Navegantes;155;676;831;728;734;1267;1354;1389;1459;1306;842;541;364;272;197;129;97;107
421140 Nova Erechim;0;9;7;5;5;13;20;34;20;14;6;8;7;7;4;0;0;1
421145 Nova Itaberaba;1;5;7;6;3;4;22;18;18;9;6;4;4;2;1;2;0;1
421150 Nova Trento;8;24;39;21;20;42;45;64;82;57;35;36;29;40;21;15;10;15
421160 Nova Veneza;21;109;119;85;47;79;141;186;173;145;85;63;56;44;30;19;18;20
421165 Novo Horizonte;2;6;8;2;5;22;19;11;10;12;11;3;5;4;6;3;2;8
421170 Orleans;38;135;138;94;91;155;240;289;268;227;161;110;83;63;63;29;24;24
421175 Otacílio Costa;34;123;150;156;127;177;207;203;171;148;135;82;46;27;16;13;4;13
421180 Ouro;9;31;32;39;24;39;65;73;65;65;39;23;30;8;6;3;1;2
421185 Ouro Verde;1;10;4;5;7;4;13;12;8;8;1;3;5;2;1;1;0;1
421187 Paial;0;7;5;2;2;11;9;14;8;6;4;0;1;1;0;0;0;0
421189 Painel;0;3;1;1;1;2;1;1;2;6;2;1;0;1;0;0;0;2
421190 Palhoça;235;1115;1377;1106;1072;1388;2223;2764;3010;2757;1775;1281;926;730;523;371;245;244
421200 Palma Sola;2;6;8;6;13;5;19;16;26;15;7;3;6;8;6;1;1;3
421205 Palmeira;0;8;5;6;9;11;19;10;8;9;6;3;3;3;0;2;0;0
421210 Palmitos;20;76;60;42;66;96;122;163;119;120;75;54;52;26;15;14;9;18
421220 Papanduva;4;23;30;12;17;44;54;60;51;40;28;29;22;25;14;13;2;9
421223 Paraíso;0;9;8;1;3;8;15;12;12;6;2;1;3;1;1;1;0;0
421225 Passo de Torres;8;31;24;10;17;17;43;45;56;45;30;16;16;11;16;11;3;3
421227 Passos Maia;4;9;15;7;11;5;15;14;12;8;7;8;3;2;0;2;2;1
421230 Paulo Lopes;5;9;23;11;19;21;26;28;31;31;29;16;10;9;8;7;8;2
421240 Pedras Grandes;2;15;25;15;16;42;31;45;52;44;33;12;19;9;3;8;3;6
421250 Penha;36;194;219;165;194;278;297;336;371;333;233;167;142;91;104;68;40;62
421260 Peritiba;1;16;15;18;9;8;21;35;33;17;9;12;20;9;7;4;6;3
421265 Pescaria Brava;11;22;19;12;17;41;35;46;24;22;17;8;8;1;4;0;2;0
421270 Petrolândia;4;14;7;6;7;6;21;10;19;12;9;6;2;13;7;2;3;2
421280 Balneário Piçarras;35;123;122;130;117;118;187;229;217;218;190;129;128;105;98;66;48;48
421290 Pinhalzinho;18;57;46;39;27;79;108;161;127;120;54;51;33;26;16;16;4;9
421300 Pinheiro Preto;3;19;19;16;18;21;38;51;38;28;26;22;29;27;14;8;8;9
421310 Piratuba;17;36;22;19;19;21;41;44;59;59;43;35;25;16;14;10;5;16
421315 Planalto Alegre;0;4;2;1;2;6;9;19;18;17;5;4;1;0;0;1;0;0
421320 Pomerode;59;256;321;320;311;362;436;511;615;619;491;316;305;184;172;128;85;111
421330 Ponte Alta;0;9;6;5;6;7;11;10;11;9;7;7;7;1;0;1;0;6
421335 Ponte Alta do Norte;0;6;4;5;1;11;7;8;11;5;3;3;1;1;0;2;1;1
421340 Ponte Serrada;6;46;62;48;47;53;69;77;68;68;57;33;31;24;10;10;7;13
421350 Porto Belo;21;91;107;77;80;113;168;195;194;189;122;84;75;101;61;53;25;36
421360 Porto União;24;110;125;113;98;144;213;268;258;172;146;130;130;106;107;72;46;85
421370 Pouso Redondo;9;19;29;15;15;21;29;42;41;22;23;12;2;15;6;10;6;9
421380 Praia Grande;7;24;30;25;27;30;42;49;48;37;29;13;17;14;10;5;5;4
421390 Presidente Castello Branco;1;9;6;3;5;8;12;10;5;11;3;5;3;3;4;2;4;4
421400 Presidente Getúlio;4;24;32;22;16;33;46;62;52;56;26;23;21;26;18;15;9;13
421410 Presidente Nereu;1;3;3;5;2;1;9;5;8;1;3;1;2;1;0;1;0;2
421415 Princesa;1;2;0;0;2;5;9;1;6;4;3;0;1;2;1;1;0;0
421420 Quilombo;7;19;16;9;13;63;96;113;90;74;46;34;20;11;5;4;2;2
421430 Rancho Queimado;1;8;11;5;8;8;9;25;26;24;16;18;12;12;9;7;2;4
421440 Rio das Antas;5;25;26;47;19;27;35;52;50;45;44;32;30;36;18;25;9;9
421450 Rio do Campo;1;6;8;4;6;6;10;18;17;8;3;5;7;4;3;2;0;3
421460 Rio do Oeste;3;18;13;7;6;19;28;23;28;12;8;6;4;5;7;5;4;11
421470 Rio dos Cedros;8;27;31;27;27;39;60;76;69;58;67;38;42;46;36;30;33;47
421480 Rio do Sul;98;394;468;345;333;451;601;767;799;695;529;348;292;256;205;170;117;160
421490 Rio Fortuna;4;20;13;11;5;17;24;32;34;19;11;8;7;12;6;3;1;3
421500 Rio Negrinho;21;127;149;156;168;189;213;229;246;270;203;152;125;66;54;33;35;38
421505 Rio Rufino;0;1;1;2;1;4;4;6;6;2;0;1;3;0;1;0;0;1
421507 Riqueza;2;5;6;4;3;14;13;20;11;3;6;3;2;0;2;0;0;1
421510 Rodeio;7;41;42;27;39;28;59;95;81;93;51;43;29;38;35;26;25;27
421520 Romelândia;0;3;6;7;7;18;19;16;19;23;9;7;3;3;1;2;0;0
421530 Salete;1;7;3;2;5;6;4;12;12;10;4;2;5;6;4;0;3;8
421535 Saltinho;2;0;4;0;0;10;7;6;13;5;0;2;2;1;3;2;0;0
421540 Salto Veloso;9;33;36;42;28;31;39;70;65;90;52;51;44;27;28;10;5;8
421545 Sangão;15;54;62;47;49;73;96;99;101;69;36;24;19;11;4;4;2;1
421550 Santa Cecília;4;20;30;25;21;57;51;56;47;45;36;29;16;12;6;7;3;4
421555 Santa Helena;0;6;3;3;2;6;8;9;7;6;3;2;1;0;0;0;0;1
421560 Santa Rosa de Lima;4;10;6;8;2;8;11;15;13;11;5;2;6;3;2;2;1;3
421565 Santa Rosa do Sul;6;42;23;14;13;19;46;48;38;31;21;8;14;8;4;4;3;1
421567 Santa Terezinha;2;3;6;6;2;14;13;16;5;5;9;0;5;1;0;0;0;0
421568 Santa Terezinha do Progresso;0;0;0;0;3;5;11;8;5;3;4;1;0;1;0;1;0;0
421569 Santiago do Sul;1;1;3;0;1;12;11;10;11;7;3;0;0;0;0;0;0;0
421570 Santo Amaro da Imperatriz;31;101;103;81;59;83;150;210;208;147;97;90;74;77;60;45;32;24
421575 São Bernardino;2;2;4;4;3;7;13;16;8;5;6;5;5;1;0;1;0;2
421580 São Bento do Sul;127;513;645;581;513;613;816;893;971;1013;785;537;383;271;182;147;82;120
421590 São Bonifácio;1;4;4;0;1;3;5;6;7;6;3;1;0;1;3;1;1;2
421600 São Carlos;10;30;26;24;19;22;38;33;60;35;25;16;12;20;10;11;3;10
421605 São Cristovão do Sul;1;4;4;2;2;2;10;2;3;2;4;3;2;1;1;1;2;0
421610 São Domingos;4;20;27;25;19;17;33;38;42;37;20;15;25;28;18;13;7;13
421620 São Francisco do Sul;82;355;486;476;453;510;559;570;709;757;664;492;390;316;238;181;122;130
421625 São João do Oeste;4;12;11;6;5;15;27;38;30;25;10;3;3;4;0;3;1;1
421630 São João Batista;18;58;66;48;29;54;85;122;141;123;52;34;49;33;22;10;14;15
421635 São João do Itaperiú;6;19;13;8;32;36;44;35;36;27;27;15;8;14;6;5;2;4
421640 São João do Sul;8;29;15;11;12;8;23;27;25;23;18;13;11;3;4;4;2;3
421650 São Joaquim;11;19;41;34;46;36;54;69;81;79;49;41;46;52;33;30;13;24
421660 São José;339;1521;2046;1769;1576;1934;3143;4026;4448;4321;3035;2102;1695;1502;1370;1127;696;819
421670 São José do Cedro;0;23;21;15;9;21;33;30;44;27;20;13;11;17;15;8;13;6
421680 São José do Cerrito;4;9;15;9;4;20;19;25;13;12;6;6;3;2;0;3;0;2
421690 São Lourenço do Oeste;49;238;294;198;195;307;402;487;528;423;307;221;222;155;144;98;72;106
421700 São Ludgero;41;119;99;65;61;120;201;231;190;142;97;55;62;28;12;14;9;7
421710 São Martinho;2;19;11;9;14;17;22;22;23;20;16;12;10;9;5;4;1;1
421715 São Miguel da Boa Vista;1;1;1;2;1;3;4;7;6;1;3;1;1;0;0;0;1;1
421720 São Miguel do Oeste;46;201;228;130;131;239;386;502;504;437;287;227;173;158;108;83;65;78
421725 São Pedro de Alcântara;3;16;15;14;8;17;22;47;19;30;23;15;11;13;5;4;2;6
421730 Saudades;3;21;13;8;12;14;30;38;28;31;21;8;8;6;3;2;1;2
421740 Schroeder;48;157;196;141;134;182;236;304;331;288;186;126;76;28;23;18;7;22
421750 Seara;21;85;115;93;98;120;149;183;191;205;194;145;119;106;39;25;12;19
421755 Serra Alta;3;6;6;4;2;4;7;15;8;6;8;4;1;1;1;0;0;0
421760 Siderópolis;19;97;96;65;57;76;110;151;164;124;74;69;70;56;63;27;14;30
421770 Sombrio;28;94;99;67;48;65;99;165;122;114;93;78;44;42;21;13;13;11
421775 Sul Brasil;1;2;0;0;1;1;5;9;5;6;1;0;1;0;0;0;0;0
421780 Taió;6;32;27;24;17;27;29;66;52;44;30;23;22;26;15;15;9;12
421790 Tangará;8;27;26;12;18;20;35;41;43;27;10;12;19;14;11;11;4;15
421795 Tigrinhos;1;0;5;4;2;4;13;10;9;8;0;0;0;1;0;0;0;0
421800 Tijucas;71;243;295;231;206;266;410;552;536;495;326;234;192;129;89;66;36;43
421810 Timbé do Sul;4;9;8;5;3;7;9;13;19;5;5;6;0;0;2;2;0;1
421820 Timbó;49;213;245;185;202;321;363;483;560;541;379;312;307;309;193;208;125;138
421825 Timbó Grande;3;18;18;24;11;19;29;25;14;18;20;13;5;2;1;0;0;0
421830 Três Barras;12;85;103;86;74;73;115;119;133;125;102;63;54;37;25;17;8;2
421835 Treviso;5;31;31;18;8;19;21;52;44;27;22;7;8;6;1;3;2;1
421840 Treze de Maio;8;53;39;14;18;27;45;80;69;33;20;17;15;10;5;8;6;4
421850 Treze Tílias;30;68;64;41;37;64;126;139;143;91;64;49;35;20;16;12;9;11
421860 Trombudo Central;6;22;15;13;11;17;23;33;25;22;15;13;12;19;6;6;7;8
421870 Tubarão;256;1049;1245;995;882;1189;1649;1891;2064;1926;1414;953;892;769;616;452;378;445
421875 Tunápolis;9;17;15;10;13;17;23;33;37;33;14;8;10;11;5;0;0;2
421880 Turvo;13;53;54;22;33;37;62;122;90;64;35;25;29;19;19;15;8;7
421885 União do Oeste;0;1;1;1;0;8;6;7;8;10;5;7;2;1;0;1;0;0
421890 Urubici;6;10;20;12;11;25;24;38;33;43;26;14;16;16;18;15;11;17
421895 Urupema;0;6;0;0;1;7;9;8;11;5;4;3;1;1;0;5;1;0
421900 Urussanga;28;158;181;132;109;115;160;222;273;253;153;109;95;97;80;55;27;48
421910 Vargeão;2;10;10;10;11;15;16;16;14;14;7;9;1;5;3;2;1;1
421915 Vargem;2;4;3;1;1;5;9;13;6;6;1;0;1;1;0;1;0;0
421917 Vargem Bonita;9;34;37;26;40;45;61;56;43;43;32;22;17;10;4;3;0;2
421920 Vidal Ramos;4;15;17;11;14;26;28;39;19;10;7;3;5;3;1;2;2;1
421930 Videira;103;483;552;500;450;596;802;949;993;942;759;597;553;375;275;205;148;211
421935 Vitor Meireles;0;3;3;1;3;7;4;9;5;3;4;2;3;0;0;0;2;1
421940 Witmarsum;1;1;0;0;3;10;7;7;4;3;0;6;3;1;0;0;0;0
421950 Xanxerê;56;250;259;209;199;282;441;540;512;453;332;262;209;149;131;64;42;74
421960 Xavantina;4;4;2;1;2;4;10;14;10;2;4;2;2;2;3;3;0;0
421970 Xaxim;35;105;104;60;46;140;206;306;325;196;146;109;75;70;42;18;10;16
421985 Zortéa;8;40;57;35;48;54;79;67;73;64;56;39;23;7;0;3;0;0
422000 Balneário Rincão;25;72;87;51;51;69;91;133;95;79;44;36;41;36;22;19;13;12
